City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Camana,PE,-16.6228,-72.7111,69.73,76,92,5.93,overcast clouds
348,Tahta,EG,26.7693,31.5021,51.8,50,0,4.61,clear sky
349,Kushima,JP,31.4583,131.2333,60.8,31,20,20.71,few clouds
350,Pankovka,RU,58.5,31.1999,20.35,97,52,7.65,broken clouds
351,Dillon,US,34.4166,-79.3712,41.0,100,90,4.61,overcast clouds
352,Casa Grande,US,32.8795,-111.7573,66.0,34,1,8.05,clear sky
353,Mandera,KE,3.9366,41.867,71.19,75,31,5.46,scattered clouds
354,Atoyac,MX,20.0167,-103.5333,66.2,37,1,6.91,clear sky
355,Noyabrsk,RU,63.1994,75.4507,3.97,94,100,18.59,light snow
356,Rincon,US,32.296,-81.2354,44.6,57,90,18.41,overcast clouds
357,Mareeba,AU,-17.0,145.4333,91.0,56,99,3.0,overcast clouds
358,Ibitinga,BR,-21.7578,-48.8289,72.99,81,100,2.73,overcast clouds
359,Shenzhen,CN,22.5455,114.0683,75.99,74,0,5.23,clear sky
360,Tonantins,BR,-2.8731,-67.8022,74.73,96,89,2.28,overcast clouds
361,Dunedin,NZ,-45.8742,170.5036,63.0,80,3,27.0,clear sky
362,Chone,EC,-0.6833,-80.1,74.88,87,92,2.64,overcast clouds
363,Talnakh,RU,69.4865,88.3972,-13.97,87,91,7.87,overcast clouds
364,Nelson Bay,AU,-32.7167,152.15,73.4,73,75,19.57,broken clouds
365,Okhotsk,RU,59.3833,143.3,-15.88,88,100,13.76,overcast clouds
366,Luanda,AO,-8.8368,13.2343,78.8,83,75,5.75,broken clouds
367,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.1,88,76,1.05,broken clouds
368,Okmulgee,US,35.6234,-95.9605,32.0,86,1,4.61,clear sky
369,Waingapu,ID,-9.6567,120.2641,85.73,70,33,15.23,light rain
370,Fez,MA,34.0372,-4.9998,42.8,87,20,8.05,few clouds
371,Bagdarin,RU,54.4333,113.6,-16.96,73,0,3.76,clear sky
372,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,19.4,38,0,15.66,clear sky
373,Chimbote,PE,-9.0853,-78.5783,69.24,82,78,4.61,broken clouds
374,Kigoma,TZ,-4.8769,29.6267,71.69,78,100,3.15,overcast clouds
375,Nerchinskiy Zavod,RU,51.3088,119.61,-23.39,80,16,3.13,few clouds
376,Te Anau,NZ,-45.4167,167.7167,70.7,52,99,6.46,overcast clouds
377,Tecoanapa,MX,16.5167,-98.75,77.36,84,0,4.09,clear sky
378,Kimparana,ML,12.8347,-4.9244,67.12,21,25,8.21,scattered clouds
379,Vostok,RU,46.4856,135.8833,-19.52,84,94,8.41,overcast clouds
380,Moerai,PF,-22.4333,-151.3333,80.85,66,95,8.12,overcast clouds
381,San Quintin,MX,30.4833,-115.95,61.29,70,100,3.74,overcast clouds
382,Panguna,PG,-6.3164,155.4848,75.56,91,100,3.94,moderate rain
383,Saint-Leu,RE,-21.15,55.2833,80.01,59,2,2.8,clear sky
384,Kosovska Mitrovica,XK,42.8833,20.8667,42.01,87,75,1.14,broken clouds
385,Ubala,CO,4.7478,-72.5369,77.94,61,81,4.61,broken clouds
386,Cidreira,BR,-30.1811,-50.2056,74.8,86,0,9.31,clear sky
387,Suba,PH,10.8438,121.0102,79.95,82,92,25.01,overcast clouds
388,Meiganga,CM,6.5167,14.3,59.34,39,19,1.54,few clouds
389,Alekseyevsk,RU,57.8406,108.3492,-30.53,81,76,3.47,broken clouds
390,Dakar,SN,14.6937,-17.4441,66.2,82,0,9.22,clear sky
391,Ayolas,PY,-27.4,-56.9,75.15,88,3,3.42,clear sky
392,Henties Bay,NA,-22.116,14.2845,66.99,82,67,1.99,broken clouds
393,Vrangel,RU,42.7297,133.0839,6.06,81,0,18.39,clear sky
394,Porto Novo,BJ,6.4965,2.6036,82.4,89,40,9.22,scattered clouds
395,Korla,CN,41.7597,86.1469,27.59,77,100,2.35,overcast clouds
396,Mont-De-Marsan,FR,44.0,-0.6667,53.6,94,90,3.44,overcast clouds
397,Gao,ML,16.6362,1.637,61.14,26,59,4.76,broken clouds
398,Delmas,HT,18.5447,-72.3028,72.66,73,4,2.04,clear sky
399,Nuuk,GL,64.1835,-51.7216,10.4,67,75,14.97,broken clouds
400,Wanxian,CN,30.8039,108.3897,57.76,52,92,4.25,overcast clouds
401,La Rioja,ES,42.25,-2.5,44.6,87,20,3.44,few clouds
402,Gobabis,NA,-22.45,18.9667,67.59,54,33,6.91,scattered clouds
403,Victoria,HK,22.2855,114.1577,75.99,64,0,4.0,clear sky
404,Silvassa,IN,20.2667,73.0167,74.62,24,0,1.7,clear sky
405,Gimli,CA,50.6336,-96.9907,19.4,86,44,10.36,scattered clouds
406,Port Keats,AU,-14.25,129.55,85.37,72,100,11.9,overcast clouds
407,Wasilla,US,61.5814,-149.4394,12.2,37,1,26.46,clear sky
408,Abu Kamal,SY,34.4506,40.9171,49.01,60,0,6.02,clear sky
409,Ust-Kulom,RU,61.6864,53.6902,17.38,96,98,7.25,overcast clouds
410,Cascavel,BR,-24.9558,-53.4553,68.32,99,87,5.61,overcast clouds
411,Pierre,US,44.3683,-100.351,28.4,86,90,12.66,overcast clouds
412,Vera Cruz,BR,-12.6333,-41.0333,67.66,97,37,2.24,scattered clouds
413,Damietta,EG,31.4165,31.8133,60.8,88,0,5.75,clear sky
414,Lavrentiya,RU,65.5833,-171.0,6.33,87,100,22.17,overcast clouds
415,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.07,84,91,17.43,overcast clouds
416,Aklavik,CA,68.2191,-135.0107,-16.6,76,100,4.61,overcast clouds
417,Dukat,RU,62.55,155.55,-33.61,80,100,4.99,overcast clouds
418,Monte Azul,BR,-15.155,-42.8747,69.44,80,94,6.55,overcast clouds
419,Masaguisi,PH,12.7545,121.4484,80.67,74,87,12.84,overcast clouds
420,Jadu,LY,31.953,12.0261,49.03,79,48,9.93,scattered clouds
421,Katsuura,JP,35.1333,140.3,59.0,63,75,24.16,light rain
422,Chuy,UY,-33.6971,-53.4616,71.46,94,4,7.47,clear sky
423,Nome,US,64.5011,-165.4064,6.8,56,75,23.02,broken clouds
424,Adamas,GR,36.7333,24.4333,57.2,88,53,10.36,broken clouds
425,Batemans Bay,AU,-35.7167,150.1833,75.0,53,57,5.99,broken clouds
426,Iquitos,PE,-3.7481,-73.2472,77.0,94,20,3.44,few clouds
427,Xochistlahuaca,MX,16.7833,-98.25,71.37,85,0,1.45,clear sky
428,Shelburne,CA,44.0787,-80.2041,18.0,92,1,2.3,clear sky
429,Huicheng,CN,23.0385,116.2899,75.2,46,0,6.71,clear sky
430,Lady Frere,ZA,-31.7031,27.2329,54.37,82,98,4.76,overcast clouds
431,Maine-Soroa,NE,13.2114,12.0241,68.5,20,8,9.86,clear sky
432,Tangi,PK,34.3006,71.6536,51.8,58,75,2.77,moderate rain
433,Salinopolis,BR,-0.6136,-47.3561,79.32,85,100,11.52,light rain
434,Bonthe,SL,7.5264,-12.505,76.77,89,19,5.08,few clouds
435,Diego De Almagro,CL,-26.3667,-70.05,56.7,74,38,0.63,scattered clouds
436,Hearst,CA,49.6835,-83.6665,6.8,85,100,1.14,overcast clouds
437,Hailey,US,43.5196,-114.3153,32.0,80,90,4.92,overcast clouds
438,Meulaboh,ID,4.1363,96.1285,82.89,71,17,2.17,light rain
439,Tura,IN,25.5198,90.2201,68.04,40,0,0.56,clear sky
440,Kuruman,ZA,-27.4524,23.4325,61.0,83,28,6.13,scattered clouds
441,Seondha,IN,26.1578,78.7797,58.95,36,0,3.87,clear sky
442,Zhezkazgan,KZ,47.8043,67.7144,3.2,78,40,4.47,mist
443,Cordoba,AR,-31.4135,-64.1811,63.0,94,75,8.05,broken clouds
444,Amapa,BR,1.0,-52.0,71.55,98,79,2.64,broken clouds
445,Bundibugyo,UG,0.7414,30.0417,69.19,43,25,2.37,scattered clouds
446,Dwarka,IN,22.2394,68.9678,69.62,62,0,10.76,clear sky
447,Sept-Iles,CA,50.2001,-66.3821,17.6,79,0,2.3,clear sky
448,Savelugu,GH,9.6244,-0.8253,74.05,18,0,6.71,clear sky
449,Lamar,US,33.6668,-95.5836,41.0,60,1,5.75,clear sky
450,Ostrovnoy,RU,68.0531,39.5131,18.3,96,100,6.8,light snow
451,Mezen,RU,65.8522,44.24,13.39,96,100,6.06,light snow
452,Baturaja,ID,-4.1333,104.1667,83.5,69,57,7.54,broken clouds
453,Santo Antonio Do Ica,BR,-3.1022,-67.9397,75.06,95,93,2.01,overcast clouds
454,Upington,ZA,-28.4478,21.2561,64.4,59,0,3.44,clear sky
455,Yendi,GH,9.4427,-0.0099,72.93,19,0,4.5,clear sky
456,La Ronge,CA,55.1001,-105.2842,15.8,86,100,9.22,overcast clouds
457,San Andres,CO,12.5847,-81.7006,80.6,83,20,10.36,few clouds
458,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.59,84,32,7.67,scattered clouds
459,Kyabram,AU,-36.3167,145.05,77.0,33,0,5.01,clear sky
460,Benguela,AO,-12.5763,13.4055,72.99,81,87,2.48,overcast clouds
461,Synya,RU,65.3718,58.0387,19.06,97,100,12.77,light snow
462,Talaya,RU,61.3833,152.75,-28.28,78,100,6.87,overcast clouds
463,Hami,CN,42.8,93.45,29.53,75,9,3.04,clear sky
464,Maceio,BR,-9.6658,-35.7353,73.4,94,40,3.44,scattered clouds
465,Inhambane,MZ,-23.865,35.3833,77.02,90,86,6.67,overcast clouds
466,Cravinhos,BR,-21.3403,-47.7294,73.4,83,0,3.06,clear sky
467,Guangzhou,CN,23.1167,113.25,75.2,50,0,8.95,clear sky
468,Verkhnevilyuysk,RU,63.4453,120.3167,-41.08,79,83,6.62,broken clouds
469,Plettenberg Bay,ZA,-34.0527,23.3716,59.0,74,7,7.76,clear sky
470,Ambilobe,MG,-13.2,49.05,73.87,91,62,1.88,broken clouds
471,Neryungri,RU,56.6709,124.6491,-28.7,79,100,16.22,overcast clouds
472,Neiafu,TO,-18.65,-173.9833,84.2,84,75,16.11,light rain
473,Yenagoa,NG,4.9247,6.2642,77.61,88,0,2.21,clear sky
474,Port Hueneme,US,34.1478,-119.1951,55.99,94,1,8.05,clear sky
475,Cozumel,MX,20.5083,-86.9458,70.0,77,1,5.99,clear sky
476,Veraval,IN,20.9,70.3667,74.34,35,0,10.47,clear sky
477,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.01,92,2,1.74,clear sky
478,Kribi,CM,2.95,9.9167,79.57,85,34,5.88,scattered clouds
479,Maunabo,PR,18.0072,-65.8993,78.01,82,28,7.0,scattered clouds
480,Walvis Bay,NA,-22.9575,14.5053,66.99,82,74,4.61,broken clouds
481,Saint George,US,37.1041,-113.5841,53.6,40,90,10.36,overcast clouds
482,Rio Gallegos,AR,-51.6226,-69.2181,55.4,62,0,12.66,clear sky
483,Saint-Augustin,CA,51.226,-58.6502,12.45,90,0,5.41,clear sky
484,Puerto Del Rosario,ES,28.5004,-13.8627,64.4,82,90,16.11,overcast clouds
485,Skawina,PL,49.9752,19.8287,21.2,93,20,4.61,mist
486,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.61,96,100,2.55,moderate rain
487,Sijunjung,ID,-0.6876,100.9537,76.5,86,98,0.25,overcast clouds
488,Jalu,LY,29.0331,21.5482,53.55,76,98,7.14,overcast clouds
489,Fairbanks,US,64.8378,-147.7164,-13.0,64,1,5.3,clear sky
490,Tooele,US,40.5308,-112.2983,39.99,93,1,5.75,clear sky
491,Novoorsk,RU,51.381,58.9813,26.6,93,90,2.24,overcast clouds
492,Izberbash,RU,42.5696,47.8645,42.8,93,75,4.47,broken clouds
493,Portland,US,45.5234,-122.6762,48.99,89,100,5.01,overcast clouds
494,Gostyn,PL,51.8825,17.0123,28.0,92,83,7.31,broken clouds
495,Tayga,RU,56.06,85.6197,-16.6,69,0,5.3,clear sky
496,Great Yarmouth,GB,52.6083,1.7305,39.0,93,75,4.61,snow
497,Faridpur,BD,23.6,89.8333,60.8,94,40,4.61,fog
498,Sexsmith,CA,55.35,-118.786,8.6,85,90,11.5,light snow
499,Turinsk,RU,58.0458,63.696,13.77,95,27,8.93,scattered clouds
500,Abong Mbang,CM,3.9833,13.1833,67.71,88,1,3.42,clear sky
501,Emilio Carranza,MX,19.9711,-96.6114,63.57,80,53,10.74,broken clouds
502,Quilali,NI,13.567,-86.026,68.95,86,1,4.34,clear sky
503,Sibu,MY,2.3,111.8167,82.4,78,40,6.91,scattered clouds
504,Asfi,MA,32.2994,-9.2372,56.71,85,0,14.23,clear sky
505,Gimbi,ET,9.1667,35.8333,59.7,49,97,1.79,overcast clouds
506,Bonavista,CA,48.6499,-53.1147,28.0,86,100,3.44,overcast clouds
507,Aksu,CN,41.1231,80.2644,29.55,72,100,0.81,overcast clouds
508,Oga,IT,46.4631,10.347,44.01,93,75,2.3,broken clouds
509,Bandiagara,ML,14.3501,-3.6104,62.6,34,0,4.61,clear sky
510,College,US,64.8569,-147.8028,-13.0,64,1,6.91,clear sky
511,Berezovyy,RU,51.6667,135.7,-14.53,79,96,1.61,overcast clouds
512,Paita,PE,-5.0892,-81.1144,74.08,76,44,14.63,scattered clouds
513,Santa Rosa,PH,14.3122,121.1114,82.99,65,20,3.44,few clouds
514,Gatesville,US,31.4352,-97.7439,45.0,60,1,5.84,clear sky
515,Abha,SA,18.2164,42.5053,51.8,93,0,0.72,clear sky
516,Praia Da Vitoria,PT,38.7333,-27.0667,57.2,88,75,17.29,broken clouds
517,Halmstad,SE,56.6745,12.8568,27.0,86,20,5.75,few clouds
518,Tubmanburg,LR,6.8708,-10.8172,76.39,92,52,1.72,light rain
519,Port Hardy,CA,50.6996,-127.4199,42.8,100,75,4.61,broken clouds
520,Port Lincoln,AU,-34.7333,135.8667,65.95,56,53,15.35,broken clouds
521,Tortosa,ES,40.8125,0.5216,61.0,65,50,3.0,scattered clouds
522,Bhinga,IN,27.7167,81.9333,56.03,44,0,2.42,clear sky
523,Kupang,ID,-10.1667,123.5833,82.4,83,75,13.8,broken clouds
524,Cabedelo,BR,-6.9811,-34.8339,78.8,83,20,5.75,few clouds
525,Slave Lake,CA,55.2834,-114.769,14.0,85,90,5.75,overcast clouds
526,Eureka,US,40.8021,-124.1637,50.0,95,100,8.88,overcast clouds
527,Whitehorse,CA,60.7161,-135.0538,-5.01,71,90,10.36,snow
528,Tateyama,JP,34.9833,139.8667,59.0,63,75,24.16,broken clouds
529,Obo,CF,5.3998,26.4869,68.85,37,54,2.35,broken clouds
530,Beira,MZ,-19.8436,34.8389,80.6,94,40,4.61,light rain
531,The Valley,AI,18.217,-63.0578,78.8,69,20,20.47,few clouds
532,Kropotkin,RU,45.4375,40.5756,43.29,63,22,5.26,few clouds
533,Puerto Penasco,MX,31.3167,-113.5333,66.99,44,100,4.0,overcast clouds
534,Mato Verde,BR,-15.3972,-42.8664,70.23,76,62,6.96,broken clouds
535,Tiarei,PF,-17.5333,-149.3333,86.0,58,40,3.44,light rain
536,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.4,67,0,5.75,clear sky
537,Carman,CA,49.4992,-98.0016,21.2,93,92,18.41,overcast clouds
538,Shimoda,JP,34.6667,138.95,57.2,58,75,20.71,broken clouds
539,Lanzhou,CN,36.0564,103.7922,26.6,31,0,4.47,clear sky
540,Rocha,UY,-34.4833,-54.3333,68.77,95,37,6.24,scattered clouds
541,Tiznit,MA,29.5833,-9.5,61.52,52,66,1.25,broken clouds
542,Yaan,NG,7.3833,8.5667,76.98,80,1,9.78,light rain
543,Zyryanka,RU,65.75,150.85,-18.53,87,100,18.21,light snow
544,Huinan,CN,42.6225,126.2614,-2.85,85,100,13.89,overcast clouds
545,Margate,GB,51.3813,1.3862,42.01,88,100,3.0,moderate rain
546,Katangli,RU,51.7102,143.2326,-18.99,83,100,13.06,overcast clouds
547,Hualmay,PE,-11.0964,-77.6139,69.89,81,73,8.72,broken clouds
548,Kurchum,KZ,48.5722,83.6542,16.65,94,100,1.79,light snow
549,Liverpool,GB,53.4106,-2.9779,37.4,93,90,14.97,moderate rain
550,Novo Aripuana,BR,-5.1206,-60.3797,74.91,91,49,2.51,scattered clouds
551,Ketchikan,US,55.3422,-131.6461,30.2,100,1,3.62,clear sky
552,Sechura,PE,-5.5569,-80.8222,74.97,70,84,14.58,broken clouds
553,Santa Cruz Del Sur,CU,20.7147,-77.9956,74.71,80,0,8.59,moderate rain
554,Nykoping,SE,58.753,17.0079,26.6,100,90,3.44,light snow
555,Pisco,PE,-13.7,-76.2167,70.0,73,0,8.05,clear sky
556,Kirensk,RU,57.7853,108.1119,-30.3,82,79,3.24,broken clouds
557,Bend,US,44.0582,-121.3153,44.6,65,1,17.27,clear sky
558,Birao,CF,10.2849,22.7882,70.23,23,0,4.74,clear sky
559,Oum Hadjer,TD,13.2954,19.6966,69.31,22,0,8.19,clear sky
560,Areosa,PT,41.7178,-8.8571,59.0,94,75,12.66,broken clouds
561,Nicoya,CR,10.1483,-85.452,80.6,57,0,19.57,clear sky
562,Fortuna Foothills,US,32.6578,-114.4119,66.2,34,1,11.5,clear sky
563,Corralillo,CU,22.9819,-80.5856,65.84,73,60,15.52,light rain
564,Linhares,BR,-19.3911,-40.0722,71.51,93,100,0.56,overcast clouds
565,Jeremoabo,BR,-10.075,-38.4808,71.83,88,29,8.88,scattered clouds
566,Quincy,US,42.2529,-71.0023,35.01,100,90,28.77,snow
567,Touros,BR,-5.1989,-35.4608,78.8,78,40,5.75,scattered clouds
568,Lukovetskiy,RU,64.2956,41.9211,19.4,86,75,6.71,broken clouds
569,Anloga,GH,5.7947,0.8973,82.4,89,20,5.75,few clouds
570,Yulara,AU,-25.2406,130.9889,89.6,23,60,14.97,broken clouds
571,Kuytun,RU,54.3419,101.5036,-15.72,86,100,3.42,overcast clouds
572,Calamar,CO,10.2511,-74.9146,77.0,94,40,4.61,scattered clouds
573,Manadhoo,MV,5.7667,73.3833,83.46,69,94,23.26,overcast clouds
574,Samarinda,ID,-0.5,117.15,88.9,55,88,3.33,overcast clouds
575,Vilhena,BR,-12.7406,-60.1458,70.38,92,92,1.34,overcast clouds
576,Nong Khai,TH,17.9167,103.0833,79.0,79,0,6.76,clear sky
577,Seoul,KR,37.5683,126.9778,26.6,26,0,13.8,clear sky
578,Jiwani,PK,25.05,61.7417,66.76,69,0,6.82,clear sky
579,Tromso,NO,69.6496,18.957,23.0,86,0,3.44,clear sky
580,Paamiut,GL,61.994,-49.6678,11.84,90,48,14.43,scattered clouds
581,Chipiona,ES,36.7366,-6.437,55.4,100,90,1.14,overcast clouds
582,Lubao,PH,14.9167,120.55,84.2,47,75,9.22,broken clouds
583,Pak Phanang,TH,8.3511,100.202,87.8,70,20,4.61,few clouds
584,Kaabong,UG,3.4836,34.1492,65.7,44,82,8.16,broken clouds
585,Tubuala,PA,9.5167,-79.0333,80.6,74,20,4.61,few clouds
586,Khor,RU,47.8861,134.9464,-18.15,81,60,16.67,broken clouds
587,Grand-Santi,GF,4.25,-54.3833,72.3,96,95,2.37,overcast clouds
588,Formosa Do Rio Preto,BR,-11.0483,-45.1931,67.8,90,0,2.04,clear sky
589,Flin Flon,CA,54.7682,-101.865,14.23,96,100,9.75,overcast clouds
590,Salair,RU,54.2312,85.7972,7.27,88,0,4.23,clear sky
591,Rawson,AR,-43.3002,-65.1023,72.95,31,72,22.44,broken clouds
592,Upata,VE,8.0086,-62.3989,75.99,85,97,5.01,overcast clouds
593,Martaban,MM,16.5314,97.6111,81.68,45,0,4.65,clear sky
594,Belmonte,BR,-15.8631,-38.8828,78.8,73,40,4.61,scattered clouds
595,La Paz,BO,-16.5,-68.15,46.4,76,75,8.05,broken clouds
596,Ukiah,US,39.1502,-123.2078,51.8,87,90,8.05,mist
597,Zhangjiakou,CN,40.81,114.8794,17.31,55,0,13.04,clear sky
598,Viedma,AR,-40.8135,-62.9967,57.99,81,0,10.0,clear sky
599,Nemuro,JP,43.3236,145.575,41.0,52,20,14.97,few clouds
600,Port Moresby,PG,-9.4431,147.1797,80.6,78,75,19.57,light rain
601,Sharkan,RU,57.2989,53.8712,19.0,90,100,8.14,snow
602,Maniitsoq,GL,65.4167,-52.9,1.49,87,55,17.76,broken clouds
603,Scarborough,GB,54.2797,-0.4044,39.0,78,100,5.01,light rain
604,Enshi,CN,30.3,109.4833,54.14,65,90,0.92,overcast clouds
605,Itarema,BR,-2.9248,-39.9167,78.24,81,100,12.88,overcast clouds
606,Matagami,CA,49.7502,-77.6328,-2.2,84,75,2.3,broken clouds
607,Port Blair,IN,11.6667,92.75,81.48,71,0,14.45,clear sky
608,Cascais,PT,38.6979,-9.4215,57.99,95,100,10.83,overcast clouds
609,Kununurra,AU,-15.7667,128.7333,91.4,70,99,6.91,overcast clouds
610,Naze,JP,28.3667,129.4833,60.8,77,75,14.97,broken clouds
611,Fuerte Olimpo,PY,-21.0415,-57.8738,80.85,77,46,6.02,scattered clouds
612,North Platte,US,41.1239,-100.7654,33.01,86,1,6.91,clear sky
613,Wajid,SO,3.8093,43.2471,66.58,78,43,19.55,scattered clouds
614,Sakata,JP,38.9167,139.855,35.6,69,75,19.57,light snow
615,Burns Lake,CA,54.2331,-125.7533,24.8,86,100,1.14,overcast clouds
616,Mkushi,ZM,-13.6202,29.3939,62.17,96,100,4.54,overcast clouds
617,Nishihara,JP,26.1842,127.7558,66.0,77,90,11.5,light rain
618,Livny,RU,52.4253,37.6069,18.75,97,67,9.24,broken clouds
619,Kapoeta,SS,4.7717,33.5903,80.47,30,77,12.77,broken clouds
620,Chernyshevskiy,RU,63.0128,112.4714,-39.98,82,49,3.06,scattered clouds
621,La Palma,US,33.8464,-118.0467,62.6,72,75,3.83,broken clouds
622,Hervey Bay,AU,-25.2986,152.8535,89.01,42,40,6.91,scattered clouds
623,Ayotzintepec,MX,17.6667,-96.1333,61.92,84,100,3.02,overcast clouds
624,Unhel,IN,23.3333,75.5667,64.15,28,0,4.97,clear sky
625,Ochakiv,UA,46.6128,31.5498,33.8,100,90,4.61,mist
626,Elko,US,41.0002,-115.5012,42.8,42,1,8.05,clear sky
627,San Jeronimo,PE,-11.9472,-75.2829,50.32,73,100,3.53,overcast clouds
628,Lethem,GY,3.3803,-59.7968,78.21,64,0,10.74,clear sky
629,Churapcha,RU,62.0025,132.4325,-46.03,75,89,5.66,overcast clouds
630,Hanna,CA,51.6334,-111.9018,14.0,86,100,5.01,overcast clouds
631,Dong Hoi,VN,17.4833,106.6,72.09,81,75,5.93,broken clouds
632,Ulaanbaatar,MN,47.9077,106.8832,-13.0,70,75,1.1,broken clouds
633,Mackenzie,CA,55.2999,-123.1698,19.4,86,90,9.22,overcast clouds
634,Solnechnyy,RU,50.7214,136.6319,-13.34,84,100,3.74,overcast clouds
635,Aswan,EG,24.0934,32.907,57.78,56,70,3.44,broken clouds
636,Qaqortoq,GL,60.7167,-46.0333,26.6,74,40,2.3,scattered clouds
637,Rock Sound,BS,24.9,-76.2,72.88,65,26,32.21,scattered clouds
638,Andalucia,CO,4.1706,-76.1664,67.78,79,73,0.96,broken clouds
639,Mackay,AU,-21.15,149.2,87.01,65,56,12.66,broken clouds
640,Dabakala,CI,8.3667,-4.4333,69.87,24,1,2.24,clear sky
641,Turayf,SA,31.6725,38.6637,44.6,81,0,16.11,clear sky
642,Dabola,GN,10.75,-11.1167,65.37,25,0,2.19,clear sky
643,Chandia,IN,23.65,80.7,62.11,29,1,1.39,clear sky
644,Valvedditturai,LK,9.8167,80.1667,78.93,76,72,18.28,broken clouds
645,Muros,ES,42.7762,-9.0603,59.0,86,100,8.01,overcast clouds
646,Torres,BR,-29.3353,-49.7269,71.73,90,0,5.06,clear sky
647,Aasiaat,GL,68.7098,-52.8699,1.2,92,100,14.32,light snow
648,Biak,ID,-0.9131,122.8766,84.72,62,100,1.81,overcast clouds
649,Huarmey,PE,-10.0681,-78.1522,69.94,81,96,5.79,overcast clouds
650,Noumea,NC,-22.2763,166.4572,79.0,100,75,17.27,light rain
651,Pochinok,RU,54.4068,32.4407,8.24,96,91,2.71,overcast clouds
652,Mayo,US,38.8876,-76.5119,33.8,93,90,10.36,light snow
653,Ballarat,AU,-37.5662,143.8496,64.99,57,3,8.01,clear sky
654,Pringsewu,ID,-5.3582,104.9744,83.05,72,75,5.75,broken clouds
655,Port Shepstone,ZA,-30.7414,30.455,68.0,69,100,4.63,overcast clouds
656,Aviles,ES,43.5547,-5.9248,62.6,51,40,21.85,scattered clouds
657,Sokolo,ML,14.7328,-6.1219,65.86,21,100,9.89,overcast clouds
658,Loudi,CN,27.7344,111.9944,56.95,63,37,5.59,scattered clouds
659,Teguldet,RU,57.3064,88.1667,-10.97,88,77,2.35,broken clouds
660,Calabozo,VE,8.9242,-67.4293,80.51,47,99,7.94,overcast clouds
661,Ancud,CL,-41.8697,-73.8203,55.0,76,0,5.75,clear sky
662,Pekan,MY,3.4836,103.3996,82.4,74,20,6.91,few clouds
663,Arak,IR,34.0917,49.6892,34.54,77,0,1.86,clear sky
664,North Bend,US,43.4065,-124.2243,48.2,93,90,6.91,overcast clouds
665,Barcelos,PT,41.5388,-8.6151,57.2,94,75,12.66,broken clouds
666,Marystown,CA,47.1666,-55.1483,27.14,91,0,5.1,clear sky
667,Saint-Louis,SN,16.3333,-15.0,72.79,18,95,9.33,overcast clouds
668,Agadez,NE,19.75,10.25,55.99,29,0,3.56,clear sky
669,Gravdal,NO,68.1214,13.5031,34.57,84,99,4.92,light snow
670,Kattivakkam,IN,13.2167,80.3167,77.0,83,40,2.3,mist
671,Bogale,MM,16.2833,95.4,79.59,42,0,9.06,clear sky
672,Vila Velha,BR,-20.3297,-40.2925,77.0,83,20,4.61,few clouds
673,Tigil,RU,57.8,158.6667,-4.18,90,100,6.22,overcast clouds
674,Kalabo,ZM,-14.97,22.6814,67.17,93,100,10.25,overcast clouds
675,Donskoye,RU,45.4552,41.9741,37.4,65,0,4.47,clear sky
676,Sawakin,SD,19.1059,37.3321,74.07,83,64,2.59,broken clouds
677,Los Planes,HN,14.05,-88.0167,55.49,96,18,10.47,few clouds
678,Pathein,MM,16.7833,94.7333,79.99,48,2,9.55,clear sky
679,Malanje,AO,-9.5402,16.341,63.7,100,94,3.44,light rain
680,Namatanai,PG,-3.6667,152.4333,81.81,80,100,8.84,moderate rain
681,Kosh-Agach,RU,50.0,88.6667,2.43,72,29,1.5,scattered clouds
682,Samur,RU,41.8253,48.486,42.19,82,1,2.33,clear sky
683,Antalaha,MG,-14.9003,50.2788,75.06,87,65,7.18,broken clouds
684,Ust-Ishim,RU,57.6935,71.1665,9.5,96,100,5.59,overcast clouds
685,Providencia,MX,28.7167,-111.5833,62.01,58,68,10.2,broken clouds
686,Lensk,RU,60.7253,114.9278,-29.15,79,100,10.63,overcast clouds
687,Arica,CL,-18.475,-70.3042,69.8,64,0,3.44,clear sky
688,Constantine,DZ,36.365,6.6147,50.0,66,75,8.05,broken clouds
689,Baruun-Urt,MN,46.6806,113.2792,-14.44,83,0,8.23,clear sky
690,Biryusinsk,RU,55.9634,97.8235,-14.58,86,96,4.03,overcast clouds
691,Porto Nacional,BR,-10.7081,-48.4172,75.2,94,20,2.3,few clouds
692,Niteroi,BR,-22.8833,-43.1036,82.4,83,40,8.05,scattered clouds
693,Kutum,SD,14.2,24.6667,60.26,31,0,6.24,clear sky
694,Paka,MY,4.6374,103.4368,80.6,83,40,8.05,scattered clouds
